id,full_id,youtube_tags,predicted_tags
sIND,7zJsuRx7YLw,"['culpable', 'films', 'juan manuel buenaventura', 'cine', 'colombiano', 'independiente', 'cortos', 'peliculas', 'colombianos', 'cortometrajes', 'festival', 'shortfilms', 'videoclips', 'comunicacion', 'estrategica', 'los dientes del tenedor', 'jamundi', 'valle', 'director', 'caleño', 'cali']",['Music video']
OGwC,0sLtVjiCXS8,"['D Rose 4 Launch', 'Episdoe WR Template']","['Fashion', 'Shoe', 'Sneakers', 'Nike, Inc.', 'Vans', 'Air Force 1 (shoe)']"
xFDJ,FKvb4MSvNQ4,"['high speed', 'racing', 'extreme driving', 'motor sports', 'cars', 'automobiles']","['Vehicle', 'Car', 'Driving']"
UBpN,WYD2Qa3ToAU,"['no', 'online', 'modern', 'gamecube', 'nintendo', 'playing', 'game', 'videogame', 'the', 'incredibles', 'retro', 'old', 'early', '2001', 'odd', 'one', 'out', 'not', 'same', 'poweredpanda', 'thedingadergen', 'review', 'console', 'talk', 'controller', 'games', 'disc', 'ssx3', 'super', 'smash', 'bros.', 'melee', 'mario', 'sunshine', 'franchise', 'handle', 'carry', 'transport', 'cube', 'yt:stretch=16:9']","['Game', 'Video game', 'Video game console', 'Xbox 360', 'Xbox', 'PlayStation', 'PlayStation 2', 'Xbox (console)', 'Game controller', 'Nintendo Entertainment System', 'PlayStation (console)', 'Sega Genesis', 'Nintendo 64', 'GameCube', 'Dreamcast', 'Sega Saturn']"
rW1K,6s5BQlENiSk,"['Halo3', 'crazy', 'kid', 'goes', 'wild', 'because', 'am', 'owning', 'him', 'pwnt', 'pwned', 'get', 'raped', 'xbox', 'live', '1v1', 'going', 'shit', 'crap', 'dog', 'cunt', 'ball']","['Game', 'Video game', 'Halo (series)', 'Halo 3']"
JWFV,VwML9Vw_qss,['Åsbäcksgatan 32B'],"['Vehicle', 'Car', 'Elevator', 'Otis Elevator Company']"
BotR,Rx5eJbevGS8,"['cocinacoco', 'sebastianagostcarreño', 'coco', 'desayunoamericano']","['Food', 'Recipe', 'Cooking', 'Cuisine', 'Dish (food)', 'Cooking show']"
WCbi,B4ffon5ywRM,"['DIY', 'homemade', 'powdered laundry soap', 'borax', 'washing soda and fels-naptha']","['Food', 'Recipe', 'Cooking']"
9kvq,BZVutGDfsfQ,['Cajón (Musical Instrument)'],
z7XK,QpqTpProC9A,,"['Concert', 'Performance art']"
w0fg,0v-70c4XiQ4,"['grupo', 'eclipse', 'de', 'luna']","['Concert', 'Performance art']"
J0L8,-e1lznePf4w,"['Animal', 'Smack Talk', 'App Review', 'iPhone 3G', 'iPhone', 'App Store', 'iRockIsh', 'Dog', 'Chihuahua', 'Kitty', 'Guinea Pig', 'Smackity Smack']","['Animal', 'Pet', 'Dog', 'Puppy', 'Terrier']"
pbrw,uzqgsLfQIKs,['3L8'],"['Game', 'Association football', 'Basketball', 'Handball']"
yLmt,qHV2k_I_qlI,,"['Game', 'Video game', 'Cartoon', 'Fighting game', 'Teenage Mutant Ninja Turtles']"
UGs7,4iihRSpCmQw,"['MakSim (Musical Artist)', 'Знаешь ли ты (Musical Recording)', 'Music (TV Genre)', 'Spartak', 'Спартак', 'ультрас', 'ultras', 'перфоманс', 'шиза', 'support', 'FC Spartak Moscow (Football Team)', 'fratria', 'фратрия', 'болельщики', 'fans', 'ontour', 'навыезде', 'выезд', 'Perm (City/Town/Village)', 'Пермь', 'наПермь', 'трибуна', 'КБ трибуна', 'FC Amkar Perm (Football Team)', 'Amkar', 'Амкар', 'Амкар Пермь', 'Амкар Спартак', 'Амкар Спартак 30 августа', 'Football (Interest)']",['Association football']
WIqB,Ye4dj_jtwNM,"['phillip', 'phillips', 'Man', 'On', 'the', 'Moon', 'american', 'idol', 'home']","['Concert', 'Musician', 'Performance art', 'Guitar', 'String instrument', 'Musical ensemble', 'Acoustic guitar']"
NuWG,ujF5q_SxW6Y,"['釣魚台是誰的？', 'Animation']","['Game', 'Video game', 'Cartoon', 'Animation', 'Pokémon']"
pZBX,jU2JEpLOpv4,"['2010', 'Nascar', 'Truck', 'Talladega', 'Mountain', 'Dew', '250', 'Final', 'Laps', 'Kyle', 'Busch', 'crash', 'Airplane', 'motorcycle', 'car', 'train', 'bike', 'the', 'big', 'one', 'talladega', 'daytona', 'sex', 'lesbienne', 'salope', 'nascar', 'drivers', 'Dale', 'Earnhardt', 'Jr', 'Jeff', 'Gordon', 'Jimmie', 'Johnson', 'Mark', 'Martin', 'Kevin', 'Harvick', 'Burton', 'Clint', 'Bowyer', 'RCR', 'Tony', 'Stewart', 'Ryan', 'Newman', 'Juan', 'Pablo', 'Montoya', 'Joey', 'Logano', 'Carl', 'Edwards', 'Matt', 'Kenseth', 'Kasey', 'Kahne', 'Greg', 'Biflle', 'Kurt', 'Danica', 'Patrick']","['Game', 'Motorsport', 'Racing', 'Sports car', 'Auto Race (Japanese sport)', 'Stock car racing', 'Daytona International Speedway']"
fESX,biMUWM4o918,"['TRIGGER', 'THE', 'BLOODSHED', 'STUDIO', 'DIARY', 'DIARIES', 'DRUMS', 'MAKING', 'OF', 'GREAT', 'DEPRESSION']","['Drum kit', 'Drum', 'Drummer', 'Snare drum', 'Cymbal', 'Timbales', 'Drum stick']"
QGbR,9FIWqfdBenc,"['web series', 'teen girl', 'cute', 'sexy', 'funny', 'sunshine', 'the haunting of sunshine girl', 'comedy', 'The Office (TV Program)', 'spoof', 'Satire (TV Genre)']",
UllV,mZmrON_MDRI,['Editor de YouTube'],"['Concert', 'Performance art', 'Dance']"
MDeK,PnghgKQLN1k,"['ΠΑΡΑΓΑΔΙ', 'ΜΕΝΤΖΟ ΠΑΡΑΓΑΔΙ', 'LONG LINE FISHING']","['Vehicle', 'Pet', 'Fishing', 'Fish', 'Outdoor recreation', 'Boat', 'Recreational fishing', 'Fisherman']"
vjKK,WwvJv8jBtJo,"['GGXX', 'baiken', '梅喧', 'ガーキャン', 'guard_cancel']","['Game', 'Video game', 'Cartoon', 'Fighting game', 'Guilty Gear']"
qLcI,I8jx-mpD-kw,"['milk cup', 'milk', 'milkitforallitsworth', 'nutrition', '2010']","['Game', 'Association football']"
X6nP,6RmQYyAPmTg,"['Dad Does', 'DadDoes', 'Toy Fair 2015', 'TF15', 'toy reviews', 'toys', 'Spy Gear', 'SpyGear', 'Video Walkie Talkie', 'Spy Gear Video Walkie Talkie', 'spy toys', 'spy camera', 'Air Hogs', 'SpinMaster', 'Walkie-talkie (Invention)']","['Photography', 'Camera', 'Flash (photography)']"
oH7N,ZPffVNua85M,"['슈퍼쇼', '희철', '希澈']","['Concert', 'Performance art', 'Dance']"
rC6b,uBxqDxx2VyQ,"['mixmil', '03-03-2012', 'Cafe de Zon', 'Wijk aan Zee\r\nDo you read me', 'Marcel', 'Scherpenzeel\r\nTribute', 'Festival', '2012']","['Concert', 'Musician', 'Performance art', 'Guitar', 'String instrument', 'Musical ensemble', 'Drum kit', 'Drum', 'Electric guitar', 'Drummer']"
0RaO,fsUY7We4r3c,"['airride', 'Zürich (City/Town/Village)', 'alexpohl', 'mk4', 'R32', 'Sound', 'R32 sound', 'Golf R32', 'cars', 'race', 'Auto', 'Tuning', 'rotiform', 'Turbo', 'Automobile (TV Genre)', 'Race (Award-Winning Work)', 'Volkswagen Golf Mk4 (Automobile Generation)', 'Volkswagen Golf R32', 'marketing', 'videographer', 'photograf', 'photograph', 'Photography (Visual Art Form)', 'Volkswagen R32 (Automobile Model)', 'Photograph (Media Genre)']","['Vehicle', 'Car', 'Motorsport', 'Sedan (automobile)', 'BMW', 'Volkswagen', 'Hatchback', None, None, 'Audi', 'Honda Civic', 'Wheel', 'Volkswagen Golf', 'BMW M3', 'BMW 3 Series', 'BMW 3 Series (E36)', 'BMW 3 Series (E46)', 'Audi A4', 'Volkswagen Jetta', 'BMW 3 Series (E90)']"
Sotd,0WcJuyCKgqM,"['Electrolytic', 'rust', 'removal', 'tank', 'electrolyte', 'sodium', 'bicarbonate', 'solution', 'water', 'pump', 'kelly', 'Lewis', 'australia', 'briggs', 'and', 'stratton', '4Hp', 'engine', 'driven', 'centrifugal', 'cold', 'start', 'pull']","['Vehicle', 'Car', 'Machine', 'Engine', 'Tool', 'Diesel engine', 'Lathe']"
XNbt,YxO-yHjGLw4,"['Saaremaa (Island)', 'Rallying (Sport)', 'rally', 'ralli', 'EAL', 'mitsubishi', 'gopro', 'hd', 'drift', 'Lancer', 'Subaru', 'siim plangi', 'marek sarapuu', 'kaugatoma', 'saaremaa rally 2013', 'silveston', 'plangi', 'sarapuu', 'Wrx', 'Racing', 'Auto', 'Ford', 'Peugeot', 'Dirt', 'Turbo', 'Race', 'Citroen', 'Mcrae', 'Best', 'Moments', 'fast drive', 'speeding', '2013', 'N4', 'A8', 'wrc', 'eesti autospordi liit', 'eesti meistrivõistlused', 'group n', 'estonia', 'fast car', 'Speed', 'dirt', 'gravel', 'tarmac', 'saaremaa rally', 'tänak', 'gross']","['Vehicle', 'Car', 'Motorsport', 'Racing', 'Rallying', None, 'Mitsubishi Lancer Evolution']"
1RJt,eZV_yjdWllU,"['Something', 'in', 'common']","['Concert', 'Musician', 'Performance art', 'Guitar', 'String instrument', 'Musical ensemble']"
Vtqs,ffKHVWYSV7Y,"['avenged sevenfold', 'death', 'avenged', 'hail to the king', 'kira', 'amv', 'anime', 'avenged new music', 'popular', 'vegas']","['Cartoon', 'Animation', 'Death Note', 'Light Yagami']"
tQHj,9hzvPBbimGI,"['sugarland', 'stuck', 'like', 'glue', 'acoustic', 'guitar', 'cover', 'country', 'music']","['Musician', 'Guitar', 'String instrument', 'Acoustic guitar']"
dZIe,PucVQNkrTqc,"['ムービー（2010', '06', '11', '20', '31）']","['Food', 'Cuisine', 'Dish (food)', 'Noodle', 'Ramen']"
UA0g,RTUJZ7U9Zlo,"['mens', 'grassdance', 'ponemah', 'pow', 'wow', '2014', 'ojibwestyle']","['Dance', 'Festival', 'Carnival']"
ZRdg,ft69WMUvIlc,"['u2', 'rare', 'live', 'wembley', '1993', 'zoo', 'tv', 'bad', 'the', 'first', 'time', 'edge', 'bono', 'larry', 'adam', 'snippet', 'candle', 'in', 'wind', 'fool', 'to', 'cry']",['Concert']
meIj,hj5yrlNE4D8,"['2000', 'Cotton', 'Bowl', 'Arkansas', 'Razorbacks', 'vs.', 'Texas', 'Longhorns', 'SEC', 'football', 'Cedric', 'Cobbs', 'Clint', 'Stoerner', 'Anthony', 'Lucas']","['Game', 'American football', 'Highlight film', 'Running back']"
7sxr,aXYeuauEFVs,"['P. A. Parenteau (Ice Hockey Player)', 'David Desharnais (Ice Hockey Player)', 'pêche aux pneus', 'le duel', 'canadiens', 'montréal', 'Montreal Canadiens (Professional Sports Team)', 'tire fishing', 'habs', 'habstv', 'habs tv']",
Je86,HEtBem48iBs,"['nunta', 'noastra', 'bebe', 'si', 'silvia']","['Dance', 'Musical ensemble', 'Wedding', 'Bride']"
LRhk,LwEtSNtKJww,"['Falassarna', 'Ruins', 'and', 'Olive', 'Tree']",
2wZl,8BORuo9Nv0o,"['interlocking', 'pavers', 'stone', 'drive', 'way', 'pool', 'deck', 'patio', 'victor', 'armendariz', 'paver', 'stones', 'http://www.ipspavers.com/', 'htt']","['Concrete', 'Patio', 'Pavement (architecture)']"
DuIE,zHLXFtxgWTs,"['Bomberos', 'Voluntarios']","['Vehicle', 'Truck', 'Firefighter', 'Fire', 'Fire engine', 'Emergency vehicle', 'Fire station']"
vkSX,gh0vq7uMviM,"['craigmcarthur1', 'gazpots', 'meemawuk', 'vinyl', 'future', 'live', 'napoleon', 'complex', 'barfly', 'line', 'line6', 'flextone', 'ii', 'iii', 'amps', 'demo', 'demonstration']","['Concert', 'Musician', 'Performance art', 'Guitar', 'String instrument', 'Musical ensemble', 'Drum kit', 'Drum', 'Electric guitar', 'Drummer']"
yBJA,IaecNtS4l9w,"['LEGO', 'LEGOS', 'OWLE', 'Bubo', 'Owlebubo', 'iPhone', '3GS', 'Fun', 'Speed', 'Time', 'Lapse', 'ReelDirector', 'ReelMoments', 'Apps', 'Best', 'Movie']","['Game', 'Toy', 'Lego', 'The Lego Group', 'Lego City']"
Z7x9,u23jE3akx-U,"['GTA', 'GTA5', 'GTAV', 'Online', 'Mission', 'help', 'helpful', 'tutorial', 'strategy', 'ps3', 'xbox', 'hints', 'Guide', 'Tips', 'Tip', 'Trick', 'Tricks', 'Glitch', 'Glitches', 'Unlimited', 'Money', 'RP', 'Cheat', 'Patch', 'URC', 'Shadow', 'URCshadow', 'URC_Shadow', 'solo', 'hard', 'difficulty', 'Lester', 'Martin', 'Trevor', 'mod', 'hack', 'TDM', 'deathmatch', 'combat', 'reserve', 'parachute', 'shadow guides', '1.19', '1.20', 'PS4', '1.21', 'gta 5 online shooting tips', '1.22']","['Game', 'Video game', 'Action-adventure game', 'Grand Theft Auto V', 'First-person shooter', 'Weapon']"
gubR,9BSLs_Ah7jI,"['DSC', '4704']","['Hair', 'Hairstyle', 'Beauty salon']"
taTy,LSpyUVXa4LE,"['Old', 'Runescape', 'Pking', 'Chuckles', 'early', 'vid', '2002', 'Skillshotz', 'pure', 'mage', 'range', 'simon059']","['Game', 'Video game', 'RuneScape']"
e57T,CVuL-QAqmqY,"['Camping', 'Dogs', 'Full Time', 'RV', 'RV LIVING', 'Full Time Caper Living', 'Full Time Campground Living', 'living in a camper full time', '5th wheel camper living', 'can you live in your camper', 'tiny home', 'tiny house', 'home on wheels', 'YouTube', 'How To', 'RV Living The Donate Button and Jimmy Rants Vlog #17 Living in 1986 Nu Wa Camper', 'Recreational Vehicle (Industry)']","['Animal', 'Pet', 'Dog', 'Puppy', 'Chihuahua (dog)']"
TPiM,D1SdeY7qyq4,"['iMovie', 'bronco', 'ford bronco', 'custom 4x4']","['Vehicle', 'Car', 'Truck', 'Four-wheel drive', 'Sport utility vehicle', 'Off-road vehicle', None, None, 'Mercedes-Benz', 'Jeep', 'Tire', 'Mercedes-AMG', 'Jeep Wrangler', 'Toyota Land Cruiser', 'Suzuki Jimny', 'Land Rover Defender', 'Mercedes-Benz G-Class', 'Ford Bronco']"
QyBI,rHcNBCEQj68,"[""tanu's mother"", 'tanus mother', 'snap festival', 'snap festival 2015', 'sarah coral']","['Concert', 'Performance art', 'Dance']"
XHFH,cG2qDR5ka5w,"['sony pictures imageworks', 'visual effects', 'special effects', 'effects', 'behind-the-scenes', 'sony']",['Watch Dogs']
Czd1,OEPg246cV8o,"['Bf1942', 'fhmod', 'fh', 'mod', 'forgotten', 'hope', 'forgottenhope', 'bf1942', 'battlefield', '1942', 'spadeteam', 'spade', 'team', 'Battlefield 1942 (Video Game)', 'Tarka The Otter (1979 Film)', 'Mod (subculture)', 'Film (Industry)', 'Company', 'Industry (Literature Subject)', 'Bad', 'Gameplay', 'Only', 'Starcraft', 'Bf2', 'Funny', 'You', 'Beta', 'Camp', 'Company (musical)', 'Bad Company', 'Trailer', 'Moore', 'Trailer (album)', 'Mouse (manga)', 'Heroes', 'Battlefield Bad', 'Bad Company (1986 Film)', 'Youth']","['Game', 'Video game', 'Action-adventure game', 'Grand Theft Auto: San Andreas', 'Ship', 'Aircraft carrier', 'Destroyer', 'Battleship']"
8cfc,FqKay0TNFqs,"['Am I Wrong', 'Pop Music (Musical Genre)', 'Music (Industry)', 'Envy', 'Nico & Vinz', 'violin', 'Instrumental (Composition Type)', 'Cover Version (Literature Subject)', 'karaoke', 'Lago', 'Nico', 'Vinz', 'Live']","['String instrument', 'Violin', 'Viola', 'Cello', 'Fiddle']"
l6oR,Z7kcxeydxpY,"['celulares', 'blu', 'decomini']","['Mobile phone', 'Smartphone', 'Gadget', 'Samsung Galaxy']"
yIPg,E1CuECNndWE,"['Cod', 'BO', 'Easter', 'Eggs', 'Zombies', 'Aaaaahhhhhggggg', 'Lol']","['Game', 'Video game']"
ycIj,3NsrifNyVPA,"['Las', 'Artistas', 'del', 'baile']",['Dance']
dfXu,k1fBLFejUpQ,"['Battlefield 3 (Video Game)', 'Video Game (Industry)', 'jam', 'field', 'Worst', 'Team', 'fight', 'Battle', 'Boss', 'Office', 'Facepalm', 'Land Of The Lost (Film)', 'Right to Left', 'Movements', 'Guns', 'Fire', 'Explosions', 'Editing', 'Fun', 'LOL', 'Hahahaha', 'you ded', 'no god please nooo']","['Game', 'Video game', 'Battlefield (series)', 'Battlefield 3', 'Battlefield 4']"
1ixb,8AkcLdfUsHg,"['Dodge', 'Charger', '2013', 'Night', 'dubai', 'cars']","['Vehicle', 'Car', 'Sedan (automobile)', 'Coupé', 'Audi', 'Mercedes-AMG']"
N3io,DrgiKd0-FeA,"['THE', 'IDOLM@STER']","['Game', 'Cartoon', 'Animation', 'The Idolmaster', 'Dream Club']"
1PEv,_vB7S8t7ZhU,"['Alinazik', 'meinerezepte', 'türkische rezepte', 'türkische küche', 'Aubeginen mit Joghurt past']","['Food', 'Recipe', 'Cooking', 'Cuisine', 'Dish (food)', 'Vegetable', None, 'Meat', 'Outline of meals', 'Chicken as food', 'Indian cuisine', 'Vegetarian cuisine', 'Potato', 'Rice', 'Sauce', 'Beef']"
6TTR,hG5dX1H_ZG4,"['Left', 'Dead', 'No', 'Mercy', 'Chapter', 'Hospital', 'Valve']","['Game', 'Video game', 'First-person shooter', 'Left 4 Dead', 'Left 4 Dead 2']"
M6tA,K5GPRGz8ry0,"['Rachel', 'Brice', 'Sharon', 'Kihara', 'Tribal', 'Fusion', 'Belly', 'Dance', 'Arabian', 'Music', 'Indian', 'Bellydance', 'Bellydancing', 'Fest', 'Festival']","['Performance art', 'Dance', 'Drum kit', 'Drum']"
WiRk,a-wEtMjPkW4,"['clarinet', 'Neidich', 'Gorokholinskaya', 'Mendelssohn', 'Sonata']","['Concert', 'Musician', 'Musical ensemble', 'Piano', 'Keyboard instrument', 'Pianist', 'Saxophone', 'Flute', 'Clarinet', 'Oboe']"
e3KL,qFcWA0JU-pg,"['paramore', 'decoy', '1080p', 'hd', 'verona', 'new', 'york', '2009']","['Concert', 'Musician', 'Performance art', 'Drum kit', 'Drum', 'Drummer']"
qYuv,70FSLV-VmRY,['www.mevlanarestaurant.com'],"['Food', 'Cooking', 'Cuisine', 'Meat', 'Restaurant']"
f0uT,z0p0qCV4MMs,"['Mini', '1300', 'Restauration', 'Austin']","['Vehicle', 'Car', 'Volkswagen']"
h4j8,PFu3Rsxtskc,"['Caldera', 'Lawrence Mullock', 'Gareth Edwards', 'The Dark Knight', 'Batman Begins', 'Heath Ledger', 'Christian Bale', 'Reason 4', 'Pro Tools', 'Music', 'Electronic', 'Cool Music', 'The Joker', 'Two-Face', '2 Face', 'City', 'Batman', 'Joker', 'Producer', 'Production', 'Beats', 'Songwriting', 'Piano', 'Epic', 'Space']",
DHRr,YyYPwa1F14Y,"['โชว์', 'หลีด', 'เบ็ญ', 'จะ', 'เบ็ญจะมะมหาราช', 'สี', 'สีขาว', 'ขาว', 'BM', 'HD']",['Dance']
4Tos,_LtGa102DFU,"['ガンダムEXVS', '猛者の戦い219', 'クロスボーンガンダムX2改']","['Game', 'Video game', 'Fighting game', 'Gundam (mobile suit)', 'Mobile Suit Gundam: Extreme Vs.']"
vIjr,E-4LTdyZt2I,"['twitch', 'games', 'World Warcraft', 'Wow', 'Raid', 'World Of Warcraft (Video Game)', 'Tank']","['Game', 'Video game', 'World of Warcraft', 'Warcraft']"
9rkn,6BEe3V5Orp4,"['Brave Little Toaster', 'BLT. TBLT', 'Brave Little Toaster Russian', 'Brave Little Toaster Worthless', 'Worthless', 'Worthless Multi-language', 'toaster', 'Disney']","['Cartoon', 'Animation']"
2yx2,tUP-Zmwk2To,"['Ford Fiesta (Automobile Model)', 'Ford Motor Company (Organization)', 'Ford', 'Fiesta', 'Malaysia', 'Jay.G']","['Vehicle', 'Car', 'Sport utility vehicle', None, 'Sedan (automobile)', 'Hatchback', None, 'Chevrolet', None, None, 'Kia Motors', 'Nissan Juke']"
J52F,O1D2gdNjdsU,"['Harry', 'Potter', 'Accio', 'Challenge', 'November']","['Harry Potter', 'Draco Malfoy', 'Lord Voldemort', 'Hogwarts', 'Albus Dumbledore']"
JIRh,KvYX3WKIYIY,"['ADA', 'アクアデザインアマノ', '天野尚', 'Nature Aquarium', 'Takashi Amano', 'ADA view', 'NAギャラリー', 'ネイチャーアクアリウムギャラリー', 'ネイチャーアクアリウムグッズ', 'NATURE AQUARIUM GOODS', '水草']","['Animal', 'Pet', 'Fish', 'Plant', 'Aquarium', 'Nature']"
DdWS,TmThWEQzeu8,"['minecraft', 'tnt', 'glitch', 'fail', 'deathmtach', 'hunger', 'games', 'jerome asf', 'pixelmon', 'fortnite', 'bedwars', 'battledome', 'doodle god', 'copes and robbers', 'galacticraft', 'sky factory 4', 'risk factions', 'cookie camp', 'crazy craft']","['Game', 'Video game', 'Minecraft']"
8cId,eHGnzCJwu14,['wtf'],"['Musician', 'Guitar', 'String instrument', 'Acoustic guitar']"
nBCr,VeD2n7Y-xlQ,"['Oculus Rift (Video Game Platform)', 'VR Virtual Reality VirtualReality', 'Virtual Reality (Type Of Fictional Setting)', 'Omni', 'VR', 'Treadmill', 'Oculus']","['Game', 'Video game', 'Minecraft']"
RyzT,o8SDbzIeU2g,"['futbol becerileri', 'futbol sihirbazlari', 'Best Football Skills 2015', 'Best Football skills 2014', 'Flag Football (Sport)', 'spor', 'football skills 2015', 'best football moments', 'nasil yapilir', 'daha fazla izlenme']","['Game', 'Association football', 'Highlight film', 'Ball']"
7f5f,ho76_r5EixI,"['skate', 'ea', 'black', 'box', 'skateboarding', 'skating', 'skateboard', 'sk8', 'park', 'summer', 'skater', 'montage', 'plaza', 'realistic', 'awesome', 'machinima', 'sports', 'tre', 'flip', 'downloadable', 'ollie', 'tricks', '180', '360', '540', '720', '900', '1080']","['Sports game', 'Skateboard', 'Skatepark', 'Skate (video game)', 'Skate 3']"
dlzU,OmUn9pKlCM8,"['伴奏', 'TAB譜', ""Everything (It's You) (Composition)"", 'タブ譜', 'ギターアレンジ', 'ギター', 'Acoustic (Musical Album)', 'デュオ', 'Cover', '楽譜', 'ミスチル', 'Acoustic Guitar', 'ダウンロード', 'TAB', 'Acoustic', '弾き語り', 'ミスターチルドレン', 'アコースティックギター', 'カバー', 'Guitar', 'Solo', 'アコギ', 'コード', 'Mr. Children (Musical Group)', '弾いてみた', 'アレンジ', 'アコースティック', '進行', '譜面', 'フィンガースタイル', 'ソロギター', '伴奏屋TAB譜', 'タブ譜あり', 'ARRANGE', '販売', '購入', 'DOWNLOAD', 'Duo', 'タブ']","['Guitar', 'String instrument', 'Acoustic guitar']"
XoJj,47DOldykitg,"['kungfu Muslim', 'Muslim (Religion)', 'Martial Arts', 'Shaolin Kung Fu (Martial Art)']",
yE8q,BLoJXrxfxkI,"['runescape', 'random', 'T.V.', 'dashiki134', 'dgrevious', 'zezima', 'skychi', 'elvenmage', 'pwn', 'funny', 'noob', 'interviews', 'noobs', 'rare', 'drops', 'llama']","['Game', 'Video game', 'Cartoon', 'RuneScape']"
9pBL,xwSYTHsFL-c,['bk'],"['Game', 'Video game', 'Sonic the Hedgehog', 'Sonic the Hedgehog (character)', 'Roblox']"
LMSe,zIhRCdIK0Ic,"['New', 'iPhone', 'Concept', 'March', '2012']","['Mobile phone', 'Smartphone', 'Gadget', 'IPhone', 'Samsung Galaxy', 'Sony Xperia', 'Samsung Electronics', 'Samsung Galaxy Note series', 'Samsung Galaxy Note 3', 'HTC One (M8)', 'Sony Xperia Z']"
xDuY,GAAq3bwvHUk,"['Unthinkable', '2010', 'Trailer', 'HD']",['Trailer (promotion)']
x2ux,LyVwqap_ymU,,"['Food', 'Recipe', 'Cooking', 'Cuisine', 'Dish (food)', 'Vegetable', 'Cooking show', 'Meat', 'Salad', 'Sauce', 'Tomato']"
8AEd,5v5_Jz3aeAs,"['Minecraft (Video Game)', 'Xbox 360 (Video Game Platform)', 'Minecraft Xbox 360', 'qdengler', 'thegaminglemon', 'minecraft xbox360 huge builds', 'best minecraft hungergames', 'survival games', 'Video Game (Industry)', 'hukeduke', 'qoaway', 'minecraft best wooooorlds', 'CreationGamerRR', 'Mineosoft', 'Minecraft hunger games', 'Minecraft adventure', 'Minecraft Xbox 360 adventure', 'Minecraf best worlds adventure']","['Game', 'Video game', 'Trailer (promotion)', 'Minecraft']"
bduo,3AXlgiISdrw,"['Craftsman', 'loader', 'tractor', 'Lawn', 'and', 'garden']","['Vehicle', 'Car', 'Tractor', 'Engine', 'Lawn mower']"
HXpo,A1oCRbcfstw,"['Tim Lambesis', 'Suicide Silence', 'Mitch Lucker', 'Memorial Show', 'As I Lay Dying', 'Wake Up']","['Concert', 'Musician', 'Performance art', 'Drummer']"
